"","ImageNumber","ObjectNumber","Metadata_FileLocation","Metadata_FolderName","Metadata_Frame","Metadata_Series","Intensity_IntegratedIntensityEdge_rescalecy5channel","Intensity_IntegratedIntensityEdge_rescaledapichannel","Intensity_IntegratedIntensityEdge_rescalegfpchannel","Intensity_IntegratedIntensityEdge_rescalemcherrychannel","Intensity_IntegratedIntensity_rescalecy5channel","Intensity_IntegratedIntensity_rescaledapichannel","Intensity_IntegratedIntensity_rescalegfpchannel","Intensity_IntegratedIntensity_rescalemcherrychannel","Intensity_LowerQuartileIntensity_rescalecy5channel","Intensity_LowerQuartileIntensity_rescaledapichannel","Intensity_LowerQuartileIntensity_rescalegfpchannel","Intensity_LowerQuartileIntensity_rescalemcherrychannel","Intensity_MADIntensity_rescalecy5channel","Intensity_MADIntensity_rescaledapichannel","Intensity_MADIntensity_rescalegfpchannel","Intensity_MADIntensity_rescalemcherrychannel","Intensity_MassDisplacement_rescalecy5channel","Intensity_MassDisplacement_rescaledapichannel","Intensity_MassDisplacement_rescalegfpchannel","Intensity_MassDisplacement_rescalemcherrychannel","Intensity_MaxIntensityEdge_rescalecy5channel","Intensity_MaxIntensityEdge_rescaledapichannel","Intensity_MaxIntensityEdge_rescalegfpchannel","Intensity_MaxIntensityEdge_rescalemcherrychannel","Intensity_MaxIntensity_rescalecy5channel","Intensity_MaxIntensity_rescaledapichannel","Intensity_MaxIntensity_rescalegfpchannel","Intensity_MaxIntensity_rescalemcherrychannel","Intensity_MeanIntensityEdge_rescalecy5channel","Intensity_MeanIntensityEdge_rescaledapichannel","Intensity_MeanIntensityEdge_rescalegfpchannel","Intensity_MeanIntensityEdge_rescalemcherrychannel","Intensity_MeanIntensity_rescalecy5channel","Intensity_MeanIntensity_rescaledapichannel","Intensity_MeanIntensity_rescalegfpchannel","Intensity_MeanIntensity_rescalemcherrychannel","Intensity_MedianIntensity_rescalecy5channel","Intensity_MedianIntensity_rescaledapichannel","Intensity_MedianIntensity_rescalegfpchannel","Intensity_MedianIntensity_rescalemcherrychannel","Intensity_MinIntensityEdge_rescalecy5channel","Intensity_MinIntensityEdge_rescaledapichannel","Intensity_MinIntensityEdge_rescalegfpchannel","Intensity_MinIntensityEdge_rescalemcherrychannel","Intensity_MinIntensity_rescalecy5channel","Intensity_MinIntensity_rescaledapichannel","Intensity_MinIntensity_rescalegfpchannel","Intensity_MinIntensity_rescalemcherrychannel","Intensity_StdIntensityEdge_rescalecy5channel","Intensity_StdIntensityEdge_rescaledapichannel","Intensity_StdIntensityEdge_rescalegfpchannel","Intensity_StdIntensityEdge_rescalemcherrychannel","Intensity_StdIntensity_rescalecy5channel","Intensity_StdIntensity_rescaledapichannel","Intensity_StdIntensity_rescalegfpchannel","Intensity_StdIntensity_rescalemcherrychannel","Intensity_UpperQuartileIntensity_rescalecy5channel","Intensity_UpperQuartileIntensity_rescaledapichannel","Intensity_UpperQuartileIntensity_rescalegfpchannel","Intensity_UpperQuartileIntensity_rescalemcherrychannel","Location_CenterMassIntensity_X_rescalecy5channel","Location_CenterMassIntensity_X_rescaledapichannel","Location_CenterMassIntensity_X_rescalegfpchannel","Location_CenterMassIntensity_X_rescalemcherrychannel","Location_CenterMassIntensity_Y_rescalecy5channel","Location_CenterMassIntensity_Y_rescaledapichannel","Location_CenterMassIntensity_Y_rescalegfpchannel","Location_CenterMassIntensity_Y_rescalemcherrychannel","Location_CenterMassIntensity_Z_rescalecy5channel","Location_CenterMassIntensity_Z_rescaledapichannel","Location_CenterMassIntensity_Z_rescalegfpchannel","Location_CenterMassIntensity_Z_rescalemcherrychannel","Location_Center_X","Location_Center_Y","Location_Center_Z","Location_MaxIntensity_X_rescalecy5channel","Location_MaxIntensity_X_rescaledapichannel","Location_MaxIntensity_X_rescalegfpchannel","Location_MaxIntensity_X_rescalemcherrychannel","Location_MaxIntensity_Y_rescalecy5channel","Location_MaxIntensity_Y_rescaledapichannel","Location_MaxIntensity_Y_rescalegfpchannel","Location_MaxIntensity_Y_rescalemcherrychannel","Location_MaxIntensity_Z_rescalecy5channel","Location_MaxIntensity_Z_rescaledapichannel","Location_MaxIntensity_Z_rescalegfpchannel","Location_MaxIntensity_Z_rescalemcherrychannel","Number_Object_Number"
"797",73,13,NA,"-Treatment",0,0,66720,158367,93839,28920,801559,2965786,1144997,389963,504,1689,722,223,21,264,31,13,0.0282166038974351,0.319530189504296,0.0278603203682006,0.284694002331454,614,1446,858,548,648,2973,940,993,525.354330708661,1246.9842519685,738.889763779528,227.716535433071,79.6484888304863,1948.81208935611,752.297634691196,51.2174770039422,526,1974,753,234,421,1067,619,208,421,1067,617,204,35.1759419304413,79.9259484292458,43.7968158240089,43.4820802329259,32.671411324779,385.657574737489,44.1708706694026,70.6911115746396,547,2220.5,783,253,469.305307531947,468.966649719564,469.283407729453,469.266930452376,245.532054408971,245.45396535239,245.556084426422,245.813415631739,0,0,0,0,469.277266754271,245.528909329829,0,462,458,466,471,255,241,227,236,0,0,0,0,13
"798",73,14,NA,"-Treatment",0,0,119466,214057,125577,36061,1995581,4889904,1657574,540408,816,2012.25,736,229,99,284,30,14,0.177240145797571,0.555992364944882,0.159318557514098,0.236116965686767,1076,2065,930,281,1609,3307,958,490,737.444444444444,1321.33950617284,775.166666666667,222.598765432099,476.452568255437,2262.93845441925,767.040259139287,45.0731142989357,908,2310,767,241,547,955,627,207,528,955,571,207,104.020771904723,165.980668351537,51.3658206482112,10.8704264550821,155.743564949732,456.705266573208,46.46886722548,32.3802921073215,1019,2585,797,260,525.53618019013,525.174740553064,525.517562413503,525.501613595654,265.053722700306,265.28401377446,265.032488443955,265.107624239464,0,0,0,0,525.553910226747,264.877371587228,0,528,529,527,523,248,247,292,278,0,0,0,0,14
"799",73,15,NA,"-Treatment",0,0,75787,176457,106498,31892,877507,2904083,1242530,384607,503,1505,713,214,22,237,31,6,0.0322496977765459,0.287143385272795,0.0126131253313012,0.156512231394448,619,1395,845,328,661,2567,899,520,522.668965517241,1216.94482758621,734.468965517241,219.944827586207,78.1388390185517,1738.11430281269,743.584679832436,25.1657690005984,524,1739,743,220,433,1079,589,205,428,1079,589,204,32.9691716341219,72.7900883088127,46.2517929080129,17.8173798570461,32.4509646133568,312.039570723466,45.3045137196885,32.7101325583517,546,1978.5,776,230,108.997796028978,108.863328224973,109.019898915922,109.163933573752,295.418738539977,295.649794156361,295.423575285909,295.335066704454,0,0,0,0,109.029922202274,295.41591861161,0,121,123,121,122,305,304,293,294,0,0,0,0,15
"800",73,16,NA,"-Treatment",0,0,78159,192241,113387,36430,1069374,4693998,1551917,602534,511.75,1895,742,244,22,437,31,33,0.0335454499036306,1.04803377665807,0.104270777142777,0.539095152434018,658,1661,1005,676,660,3902,1005,1074,531.69387755102,1307.7619047619,771.340136054422,247.823129251701,86.8861707438841,2343.63654518223,774.796305541688,95.8157763354968,533,2356,773,271,470,993,630,210,413,993,630,210,31.2903045653846,134.195021721654,59.7485088304678,60.9023642270075,33.3885882709155,597.653635394779,48.3389539050397,93.9240221021338,556,2767,804.25,322.25,339.040536800034,338.09168771345,338.957777381136,339.582952995184,298.46998617883,298.842064979175,298.427961675785,298.577846229424,0,0,0,0,339.060908637044,298.443334997504,0,332,327,328,339,313,303,279,300,0,0,0,0,16
"801",73,18,NA,"-Treatment",0,0,66828,162683,95919,26874,763907,3044331,1094923,320896,514,1779,735,214,22,366,34,5,0.072432954594712,0.363025204638143,0.0392188622262067,0.0432687372250887,649,1896,857,256,663,3125,918,498,534.624,1301.464,767.352,214.992,89.0750877192983,2136.58736842105,768.36701754386,20.1901754385965,535,2176,769,218,442,1072,643,204,433,1072,579,201,38.4542666553401,154.289107535172,44.0514709856549,7.55300840725071,34.2679735461147,476.372587020921,46.5921237965912,28.3971021805029,558,2525.5,801,225,495.1521284659,494.845024874887,495.111258051936,495.064731252493,316.166911679039,315.972935032978,316.262885152655,316.216493817312,0,0,0,0,495.107368421053,316.223859649123,0,486,495,502,499,330,302,305,308,0,0,0,0,18
"802",73,20,NA,"-Treatment",0,0,96752,180920,98321,31906,1640777,3334457,1200813,426157,805,1640,654,221,125,249,27,12,0.412523063652517,0.514450070231253,0.10837491569847,0.64268356184875,960,1465,808,254,1421,2676,820,535,662.684931506849,1239.17808219178,673.431506849315,218.534246575342,484.201475595914,1892.6010215664,681.505675368899,36.8598183881952,933,1960,681,231,488,1101,533,205,488,1101,533,204,97.8059830526012,76.0994919187679,43.8107554715697,7.6571789071376,180.672946685747,347.941212986844,40.3967584704324,36.1256507479761,1054.5,2171,708,249,1261.66083568943,1261.92710546447,1261.77600342435,1261.76857355388,338.306837553184,338.411596266361,338.022748754386,338.557724031284,0,0,0,0,1261.79114642452,337.915437003405,0,1259,1263,1258,1265,349,350,344,364,0,0,0,0,20
"803",73,21,NA,"-Treatment",0,0,72509,171769,104057,30855,972133,3018349,1387220,428653,508,1463,726,218,21,172,30,6,0.0410853324509403,0.398299925181953,0.0289757977369216,0.408846080362857,652,1454,992,403,656,2636,992,609,525.427536231884,1244.70289855072,754.036231884058,223.586956521739,83.0616139585605,1645.94056706652,756.39040348964,28.7257360959651,529,1620,755,223,439,1091,646,206,428,1091,577,205,33.4169721004855,72.5775356928752,49.9613487449048,27.6210716298919,33.4506263674452,252.821248530913,44.5354212566932,40.2901489055465,549.5,1817,787,230,128.531855209112,128.16963813354,128.536415276596,128.444982305035,367.284839625854,367.201697444723,367.268480846585,366.867795162987,0,0,0,0,128.563794983642,367.258996728462,0,145,128,128,114,369,387,394,353,0,0,0,0,21
"804",73,22,NA,"-Treatment",0,0,79592,159482,87152,28361,1397150,3340190,1103131,383790,738.75,1710.75,654,221,120,345,27,11,0.0518990741503536,0.244512840033748,0.0514614969099279,0.190998796701464,831,1430,810,319,1444,3017,839,456,616.992248062016,1236.29457364341,675.596899224806,219.852713178295,415.970969734404,2063.3082149475,681.365657813465,32.0537368746139,865,2116,680,229,494,1092,568,204,487,1092,561,202,66.196734752142,74.4869171282302,46.1466350709311,14.3143559831488,165.334018392426,451.344291725391,40.1402077203581,27.31031300353,977.5,2428.25,708.25,244,1295.9866700068,1296.16443725722,1295.96288836049,1295.77423330467,381.019027305586,381.207259341128,381.117516414642,381.079032804398,0,0,0,0,1295.96479308215,381.066090179123,0,1304,1292,1307,1287,380,386,397,397,0,0,0,0,22
"805",73,23,NA,"-Treatment",0,0,94459,226957,132788,38496,1559378,6272505,2237451,645347,508,1881,729,212,21,268,32,4,0.0385700566886981,0.416147486820331,0.100615569018209,0.247803975927425,653,1521,870,321,665,3412,919,431,530.668539325843,1275.0393258427,746,216.269662921348,83.4006802721088,2133.60918367347,761.037755102041,14.5057823129252,530,2172,759,215,450,1072,621,205,414,1072,618,201,35.6990734009534,99.1797461631341,51.0591197325724,12.6449030855788,33.2149155016557,417.360271111249,46.3770219655057,17.7140831564905,551,2426,793,220,84.213805761015,84.4659509110031,84.272385406429,84.3256945488241,416.567113297738,416.851989323447,416.513449456547,416.351026656977,0,0,0,0,84.1789115646258,416.550680272109,0,84,77,75,92,398,425,409,392,0,0,0,0,23
"806",73,24,NA,"-Treatment",0,0,83840,194440,118518,33833,1119702,3043872,1596977,461339,508,1314,724,211,21,132.5,30,3,0.0352052356914691,0.412585590579244,0.014842010005931,0.200130993407264,620,1391,911,271,660,1979,930,438,527.295597484277,1222.89308176101,745.396226415094,212.786163522013,81.9097779877185,1437.96787907416,754.358526216344,12.9211147850732,528,1446.5,754,214,441,1066,633,203,414,616,600,201,35.3956173705945,69.6243822681826,43.1791673021228,6.53039798634455,32.2160996229414,208.177685877692,44.7748309682898,18.9519919818442,550,1579,784,217,161.104197366799,161.191083438616,161.075338592854,161.114854803084,459.062436255361,458.673775646496,459.054402161083,459.262930296376,0,0,0,0,161.069437883798,459.068020784128,0,175,166,179,172,455,462,440,476,0,0,0,0,24
"807",73,25,NA,"-Treatment",0,0,81776,178834,115226,31211,1093278,3177516,1542907,433416,538,1461,765,217,30,187,39,5,0.380410054580027,0.374402819293798,0.41875691276013,0.191929128257596,702,1547,958,240,745,2655,1027,434,567.888888888889,1241.90277777778,800.180555555556,216.743055555556,123.604384133612,1658.57098121086,805.275052192067,21.2087682672234,568,1646,804,221,478,1087,652,205,443,1023,649,205,46.8941051600884,79.0949955788436,55.7836411675823,6.10071321852547,44.8715990167043,284.671874022305,57.0571905135357,19.9640921483939,599,1837,842,228,698.965701312932,698.558570303812,698.950941307545,698.789165605331,519.579719888263,520.080410734144,519.46892716152,519.772767964265,0,0,0,0,698.608037578288,519.709290187891,0,708,696,697,714,537,528,516,518,0,0,0,0,25
"808",73,26,NA,"-Treatment",0,0,201693,281686,181597,55100,2781146,3979034,2319519,717106,812,1204,724,217,90,93,31,7,0.0414161463344051,0.53237993419593,0.0452730058423284,0.827241537683919,1245,1319,857,386,1446,1770,912,838,830.012345679012,1159.20164609053,747.312757201646,226.748971193416,458.910749185668,1296.20195439739,755.543648208469,28.585016286645,899,1295,756,223,574,1021,625,205,558,613,593,203,128.521394401001,53.5439944237836,42.8612571924577,21.9190136041239,132.500767062222,147.857009880401,44.4651005085764,37.8718708654576,992,1389,787,236,65.7920105596758,66.3402292842532,65.8131767836349,65.0918873918221,528.130686055317,527.995334904783,528.143395678156,528.494871051142,0,0,0,0,65.8179153094462,528.098371335505,0,95,93,54,34,509,512,539,552,0,0,0,0,26
"809",73,27,NA,"-Treatment",0,0,108280,255685,153942,43667,2000442,6984488,2829895,810038,515,1704.75,737,213,24,188,29,4,0.111822728454344,0.602294360146736,0.0318209756899356,0.0775794722955074,667,1508,891,379,773,2804,924,379,538.706467661692,1272.06467661692,765.880597014925,217.248756218905,94.9783256570036,1892.38526144676,766.701435925224,14.4630181522623,539,1907,766,216,454,1067,636,203,436,1067,614,202,36.860344315334,103.814754633538,43.4525608728616,18.6466971438217,40.5518631841822,294.032538354186,43.3130939547778,13.6426477428837,564,2084,795,221,368.617592512055,368.694272586994,368.656096780976,368.723880854972,557.958537163287,557.268251146705,557.861216758926,557.802496919898,0,0,0,0,368.686534814413,557.870495800596,0,377,361,364,407,536,541,566,567,0,0,0,0,27
"810",73,28,NA,"-Treatment",0,0,75684,181367,108432,32358,1028962,3398883,1477096,461694,509,1575.25,733,220,23,182.5,31,10,0.0296059140317865,0.180600400229739,0.043217409839018,0.109761878848569,614,1513,857,470,646,2374,914,507,525.583333333333,1259.49305555556,753,224.708333333333,85.3135023279876,1758.50439730988,764.146921883083,33.8484221417486,531,1799.5,765,228,445,1080,620,206,433,1080,620,206,31.8122748845997,90.7436863833587,44.2798863292729,32.2151782291102,33.1536267734065,268.276904083595,44.6271689451919,34.2297144467464,554,1954,795,245,263.659937879144,263.797443743199,263.674133570194,263.728898361252,567.661123540034,567.58071263469,567.660340966328,567.601437315625,0,0,0,0,263.631660631143,567.652353854113,0,268,282,242,265,578,555,585,588,0,0,0,0,28
"811",73,29,NA,"-Treatment",0,0,160785,232569,138759,39803,2855569,5213571,2038927,594350,975,1819,745,216,110,183,32,6,0.648682332990718,0.322004194642969,0.125124069814373,0.211783092455517,1636,1505,869,353,1803,2837,941,405,888.314917127072,1284.91160220994,766.624309392265,219.906077348066,641.250381097561,1986.99580792683,777.030106707317,21.5053353658537,1081,2033,777,221,478,1067,661,204,478,1067,644,204,199.422357116274,87.3154750650234,45.6240009677151,16.7387140695216,178.578233286754,324.329798505919,45.6779246228905,19.0854737143128,1196,2194,809,230,652.909515406562,652.595769136863,652.426585159743,652.460132918314,571.651968837034,572.037249440292,571.855129683407,571.746809119206,0,0,0,0,652.307545731707,571.893673780488,0,668,644,677,679,568,585,566,573,0,0,0,0,29
"812",73,30,NA,"-Treatment",0,0,97360,191517,120619,34408,1312082,3158628,1356693,398512,657,1483.75,752,217,91,307,32,5,0.526290898459708,0.487281119144084,0.268110109067248,0.209417047234091,842,1551,929,338,1412,3050,966,887,632.207792207792,1243.61688311688,783.24025974026,223.428571428571,312.746381007527,1829.1453387377,785.577880718008,25.7539085118703,744,1750,785,221,463,1037,646,207,463,1037,629,205,70.8242451814015,97.8313017958172,51.3883931504176,21.4312119585228,135.458942204244,436.576441530403,48.6952357463346,40.941895437764,840,2147,817,229,764.424325613796,764.635721100852,764.668908883587,764.783936242823,572.135158473327,571.973311249934,572.554516017994,572.208681294415,0,0,0,0,764.883034163289,572.393167342212,0,771,777,752,742,561,565,588,571,0,0,0,0,30
"813",73,31,NA,"-Treatment",0,0,141353,245785,146622,43233,2727863,6076761,2491818,769517,697,1670,735,220,102,203.5,30,9,0.883990433606093,0.526277045942738,0.0358886625654323,0.148897097254951,1198,1440,915,332,2470,2712,940,554,728.623711340206,1266.93298969072,755.783505154639,222.850515463918,390.538532391772,1865.84801964998,765.065397605158,31.2655818237642,785,1867.5,766,227,503,1104,636,207,484,1104,613,204,148.264140351135,78.9956324274206,43.6385639544033,18.4145651883096,220.31758792695,300.132434063001,44.2379721438643,29.4739534254531,911,2077.75,796,241,174.384914125086,174.161915114643,173.95903232098,174.07660779424,590.035765359184,590.323637043988,590.770620888042,590.727053463406,0,0,0,0,173.949953945348,590.805342339576,0,181,188,181,154,579,574,606,587,0,0,0,0,31
"814",73,32,NA,"-Treatment",0,0,66356,161696,96194,27193,825032,3318807,1197565,341963,513,1823,746,212,23,322,31,4,0.0764844898895911,0.343816454629771,0.0505071899463563,0.26517924527184,612,1579,881,346,633,3357,935,575,530.848,1293.568,769.552,217.544,88.0402075226978,2152.47276264591,776.630998702983,16.7658884565499,534,2227,775,216,450,1075,667,203,431,1075,617,203,32.3792664524693,106.389874405415,48.1086197681871,19.2372571849523,32.9523838674984,462.580212384592,45.6950575753072,25.9466739098918,559,2486,808,220,323.271374928488,323.390461246725,323.267663968135,323.446516143559,620.407517526593,620.147003130053,620.439479276699,620.699368060287,0,0,0,0,323.299610894942,620.47859922179,0,326,335,305,323,602,626,611,635,0,0,0,0,32
"815",73,33,NA,"-Treatment",0,0,68635,165645,98710,28166,850796,3317151,1229227,355892,511,1767.5,739,213,22,322,31,4,0.0480692840361407,0.368964460233742,0.0342116422373473,0.158281077283675,635,1594,853,325,691,3287,934,453,532.054263565891,1284.06976744186,765.193798449612,218.341085271318,85.7463994990608,2077.30557294928,769.71008140263,17.850344395742,533,2104,770,217,431,1097,647,202,431,1097,637,202,35.2337290123623,102.769795131735,41.2222333174745,17.536449802922,33.3170975134885,442.968114775576,44.7103022318851,21.7759300274446,555,2413,800,223,370.679927973333,370.946566300633,370.735816899564,370.803620199386,626.059728771644,626.379304991745,626.113548595988,626.224292762973,0,0,0,0,370.703819661866,626.101440200376,0,368,372,377,369,611,640,641,631,0,0,0,0,33
"816",73,34,NA,"-Treatment",0,0,83774,192245,119638,33594,1085903,3200852,1565192,452186,511,1407,738,213,22,165,29,5,0.0196386153808732,0.47863831704767,0.0631290849997659,0.176680806514592,604,1537,954,250,641,2235,954,402,533.592356687898,1224.49044585987,762.025477707006,213.974522292994,85.8277723258096,1570.7350343474,768.003925417076,16.8773307163886,532,1572,768,217,450,1027,644,204,429,1027,622,200,29.917712073618,83.7965855098721,46.1299671924817,5.78813748971303,32.9532525529816,223.697936710186,44.038289436634,18.8151919685163,554,1737,797,223,496.788194709841,496.635923625138,496.753464111751,496.823605772846,650.675202112896,650.219988204269,650.632592678726,650.49150128487,0,0,0,0,496.806182531894,650.667320902846,0,491,512,490,506,640,638,624,657,0,0,0,0,34
"817",73,35,NA,"-Treatment",0,0,101132,243220,144555,40144,1710640,6756609,2443084,702921,513,1892,737,213,23,250.5,30,5,0.089608795482486,0.538520152553838,0.0157135063299221,0.0692766740025084,653,1559,894,270,694,3138,917,506,537.936170212766,1293.72340425532,768.909574468085,213.531914893617,90.0926216640503,2121.48037676609,767.059340659341,15.6973312401884,537,2142.5,767,217,433,1078,646,201,420,1078,626,201,35.8104669444499,112.997401990029,45.4224533686996,7.64811495014486,34.9929244994815,390.728031589587,43.9908788341558,18.7438004596738,560,2391,797,222,629.163848618061,629.038705237523,629.167205875852,629.122400668069,651.26813122574,651.880232768949,651.373265102633,651.409233754576,0,0,0,0,629.168602825746,651.357613814757,0,616,640,611,620,651,660,649,661,0,0,0,0,35
"818",73,36,NA,"-Treatment",0,0,83928,193189,119976,35301,1195171,3170320,1708398,538987,506,1292.5,726,224,22,104,29,9,0.0199245843463119,0.517663891876476,0.0453136750819486,0.273318908086052,615,1380,853,253,645,1894,952,531,527.849056603774,1215.0251572327,754.566037735849,222.018867924528,81.369142351901,1401.69142351901,755.259946949602,33.2789566755084,527,1394,753,232,440,1015,618,206,424,1015,618,206,33.2791109957846,71.7170321502987,43.1721037786882,8.03645131023646,32.5633624746741,149.933723368071,44.20027740947,28.4678839190164,550,1500,785,242,90.4688651247395,90.9056555393162,90.5258048768495,90.7140932898196,653.550828291516,653.238701127159,653.526179496815,653.391937096813,0,0,0,0,90.4814323607427,653.535366931919,0,96,89,84,91,670,634,661,655,0,0,0,0,36
"819",73,37,NA,"-Treatment",0,0,122602,227743,134499,38472,2378244,5430505,2216380,654508,725,1653,733,215,81.5,212.5,30,6,0.398161188314896,0.924120270891753,0.0461647345952596,0.102065037833925,976,1538,924,305,1490,2731,924,480,692.666666666667,1286.68361581921,759.881355932203,217.35593220339,372.23665173958,1870.75818119187,763.479159490183,20.4591801584568,794.5,1867.5,763,220,488,1095,649,204,488,1095,623,202,109.041052066557,98.4059470231587,47.7667655351173,10.8587688201374,140.260736509123,318.369750528209,44.5453183924165,20.5004802616234,892,2079.25,793,228,235.563474563586,234.680242048563,235.533858814824,235.670543369982,728.844969649876,729.460497520536,729.230597190013,729.286679459991,0,0,0,0,235.578367206338,729.242852221839,0,229,226,260,227,718,744,740,737,0,0,0,0,37
"820",73,38,NA,"-Treatment",0,0,119237,226229,131457,39397,2309464,6289801,2041148,638136,696,1888,721,217,127,390,31,9,0.227677973647031,1.54241803015303,0.0265967004816737,0.306299221115434,1069,1553,875,347,2236,4188,936,799,673.655367231638,1278.12994350282,742.694915254237,222.581920903955,404.572271386431,2319.36098820059,752.635693215339,30.3008849557522,804,2304,751,225,480,1073,635,205,480,1073,594,204,108.477235431154,103.597602967804,43.2096142670334,22.0939266326798,214.177768356715,607.97655161436,45.4303093020564,35.9829548198163,962,2669,782,238,849.103624910369,848.961974732703,849.310871627143,849.398546704778,740.226137320175,741.619434931711,740.140242157844,739.824239660511,0,0,0,0,849.302359882006,740.115044247788,0,852,840,848,853,730,748,738,726,0,0,0,0,38
"821",73,39,NA,"-Treatment",0,0,138166,217371,131542,37948,2543070,4924644,1883860,564583,896,1721,738,217,137,272,30,8,0.495540983833645,1.03451987337781,0.0113968831937995,0.19021715884655,1185,1574,894,316,1879,3257,937,361,798.647398843931,1256.47976878613,760.35838150289,219.352601156069,591.835784313726,2011.82598039216,769.550653594771,25.6303104575163,1025,2029,768,224,533,1047,660,205,533,1047,634,204,176.181059838551,89.3945977079628,45.0071144245613,15.4858673831888,210.559364334682,421.282903850432,45.3132512060979,21.404813143791,1171,2271,799,236,597.856092832679,598.141536462299,597.64227649613,597.754819043436,756.15751788193,757.500208326988,756.594068561358,756.745222580205,0,0,0,0,597.632352941176,756.599673202614,0,587,605,577,603,740,764,736,755,0,0,0,0,39
"822",73,40,NA,"-Treatment",0,0,117818,208674,124955,36528,2259031,4240124,1986269,595979,768.75,1502.75,725,215,91,111.5,29,6,0.742602427622584,0.45724609808773,0.0269018218004226,0.196932322522972,1010,1465,849,423,1312,2207,936,519,705.497005988024,1249.54491017964,748.233532934132,218.730538922156,411.620676548841,1611.71797795515,754.948308627898,21.5218548080578,853,1612.5,753,220,485,1084,652,204,485,1084,623,204,129.71455877234,73.8782544871614,42.3209785194969,23.0114361377715,138.402059789615,184.347820348425,43.860205043512,23.9579837250333,951,1725,784,228,66.6584637395414,66.1632942885509,65.9573038697175,66.1007954978279,757.4320405519,757.97200354681,757.5800015003,757.479679653142,0,0,0,0,65.9304446978335,757.578487267199,0,82,57,58,73,767,753,758,772,0,0,0,0,40
"823",73,41,NA,"-Treatment",0,0,70111,160766,100307,29094,975424,3194782,1408310,440904,511,1541.25,739,216,22,208,31,8,0.0275530081743906,0.256889375745814,0.0415904584154315,0.63608433518521,646,1445,887,363,667,2501,943,580,535.198473282443,1227.2213740458,765.702290076336,222.091603053435,86.3100054674686,1746.90431930016,769.989065062876,36.0628758884637,533,1773,770,222,453,1060,645,207,405,1060,617,205,35.4007417542783,65.7029273141919,47.5800161169251,21.9977272877715,32.913103834054,278.931226109206,45.0503380521383,52.3212401960705,555,1964.75,800,239,400.515598344925,400.752389292564,400.558575881731,400.736842940867,760.606985269995,760.508667366908,760.604895939104,761.232535880827,0,0,0,0,400.527063969382,760.632039365774,0,398,396,406,408,743,750,775,767,0,0,0,0,41
"824",73,42,NA,"-Treatment",0,0,102672,243863,144888,40719,1766424,6814883,2522822,729519,511,1808,731.5,213,23,257,31,4,0.0263554171314091,0.809953701677602,0.095308919064367,0.0615097039382714,685,1628,917,261,685,3316,921,464,540.378947368421,1283.48947368421,762.568421052632,214.310526315789,86.662839879154,2058.96948640483,762.181873111782,15.3984894259819,534,2082,760,216,457,1061,640,205,415,1061,623,199,36.9962100327412,105.259965872655,49.8087188798738,7.28902525696515,34.5580720119019,392.902014920691,45.0398028481499,18.6897017739969,556,2323,793,221,724.315295195265,723.981665218676,724.251730799874,724.349882593874,773.259272971835,772.534899912534,773.197352805707,773.314758080324,0,0,0,0,724.299093655589,773.280060422961,0,727,740,716,691,750,782,762,759,0,0,0,0,42
"825",73,43,NA,"-Treatment",0,0,98812,238755,139432,40672,1712519,6633482,2451619,723134,512,1875.25,736,214,22,219,30,5,0.0557605250224347,0.163422529777151,0.0245978458916581,0.356312793347709,639,1597,878,415,698,3033,921,607,534.118918918919,1290.56756756757,753.686486486487,219.848648648649,87.9950015620119,2072.41112152452,765.891596376132,20.9087785067167,534,2083,765,218,434,1074,642,203,434,1074,631,203,33.0332660980039,107.162604545626,46.7836779239048,27.7883664324598,34.0457174672304,351.929040661259,44.1069154298457,28.5566535639092,557,2312,796,226,352.112534809833,351.927494969692,352.050398532562,352.412480950972,798.598246209239,798.488993317242,798.564169228579,798.621633058327,0,0,0,0,352.057794439238,798.587628865979,0,349,352,344,368,815,818,790,797,0,0,0,0,43
"826",73,44,NA,"-Treatment",0,0,86829,197778,124171,36117,1037603,3155337,1479061,439919,513.75,1422,736,215,23,207.5,29,5,0.0549682520602846,0.193502767227806,0.0939787842304725,0.595265726533573,618,1375,901,386,668,2367,917,588,535.981481481482,1220.85185185185,766.487654320988,222.944444444444,90.3397203521491,1634.20145002589,765.95598135681,22.8192646297255,537,1623.5,767,219,440,1073,647,206,432,1073,604,202,34.8236247718364,73.0065295762521,46.4580306622688,28.0676541569926,34.2890290913499,270.522942026326,44.0394299717871,32.4886780530429,559,1841,795,227,459.87447607611,459.802433608618,459.922089082195,459.986515699481,811.372861296662,811.137239225096,811.238725110053,810.733907833033,0,0,0,0,459.871569135163,811.317969963749,0,467,464,467,477,811,817,783,794,0,0,0,0,44
"827",73,45,NA,"-Treatment",0,0,120016,270997,167187,48680,2544962,6713501,3594306,1045943,515,1319,729,214,23,106,30,4,0.0926412380891548,0.458361156538161,0.090288320736048,0.025891661732145,654,1435,926,294,761,2002,930,323,540.612612612613,1220.70720720721,753.094594594595,219.279279279279,91.1607105096215,1419.7096637767,760.056248678368,16.1763586381899,537,1422,761,218,471,1071,622,203,423,722,601,203,35.7055453262953,63.3818674324711,44.078094777906,13.5717454056004,34.9089013509731,168.541836588306,44.8546277094243,13.0073658467438,560,1530,790,223,173.758815652257,173.568248685135,173.773063005765,173.87174731319,810.098861986937,810.440803704962,810.030178009329,810.065885999524,0,0,0,0,173.849228166631,810.078663565236,0,144,156,162,195,812,805,792,841,0,0,0,0,45
