"","ImageNumber","ObjectNumber","Metadata_FileLocation","Metadata_FolderName","Metadata_Frame","Metadata_Series","Intensity_IntegratedIntensityEdge_rescalecy5channel","Intensity_IntegratedIntensityEdge_rescaledapichannel","Intensity_IntegratedIntensityEdge_rescalegfpchannel","Intensity_IntegratedIntensityEdge_rescalemcherrychannel","Intensity_IntegratedIntensity_rescalecy5channel","Intensity_IntegratedIntensity_rescaledapichannel","Intensity_IntegratedIntensity_rescalegfpchannel","Intensity_IntegratedIntensity_rescalemcherrychannel","Intensity_LowerQuartileIntensity_rescalecy5channel","Intensity_LowerQuartileIntensity_rescaledapichannel","Intensity_LowerQuartileIntensity_rescalegfpchannel","Intensity_LowerQuartileIntensity_rescalemcherrychannel","Intensity_MADIntensity_rescalecy5channel","Intensity_MADIntensity_rescaledapichannel","Intensity_MADIntensity_rescalegfpchannel","Intensity_MADIntensity_rescalemcherrychannel","Intensity_MassDisplacement_rescalecy5channel","Intensity_MassDisplacement_rescaledapichannel","Intensity_MassDisplacement_rescalegfpchannel","Intensity_MassDisplacement_rescalemcherrychannel","Intensity_MaxIntensityEdge_rescalecy5channel","Intensity_MaxIntensityEdge_rescaledapichannel","Intensity_MaxIntensityEdge_rescalegfpchannel","Intensity_MaxIntensityEdge_rescalemcherrychannel","Intensity_MaxIntensity_rescalecy5channel","Intensity_MaxIntensity_rescaledapichannel","Intensity_MaxIntensity_rescalegfpchannel","Intensity_MaxIntensity_rescalemcherrychannel","Intensity_MeanIntensityEdge_rescalecy5channel","Intensity_MeanIntensityEdge_rescaledapichannel","Intensity_MeanIntensityEdge_rescalegfpchannel","Intensity_MeanIntensityEdge_rescalemcherrychannel","Intensity_MeanIntensity_rescalecy5channel","Intensity_MeanIntensity_rescaledapichannel","Intensity_MeanIntensity_rescalegfpchannel","Intensity_MeanIntensity_rescalemcherrychannel","Intensity_MedianIntensity_rescalecy5channel","Intensity_MedianIntensity_rescaledapichannel","Intensity_MedianIntensity_rescalegfpchannel","Intensity_MedianIntensity_rescalemcherrychannel","Intensity_MinIntensityEdge_rescalecy5channel","Intensity_MinIntensityEdge_rescaledapichannel","Intensity_MinIntensityEdge_rescalegfpchannel","Intensity_MinIntensityEdge_rescalemcherrychannel","Intensity_MinIntensity_rescalecy5channel","Intensity_MinIntensity_rescaledapichannel","Intensity_MinIntensity_rescalegfpchannel","Intensity_MinIntensity_rescalemcherrychannel","Intensity_StdIntensityEdge_rescalecy5channel","Intensity_StdIntensityEdge_rescaledapichannel","Intensity_StdIntensityEdge_rescalegfpchannel","Intensity_StdIntensityEdge_rescalemcherrychannel","Intensity_StdIntensity_rescalecy5channel","Intensity_StdIntensity_rescaledapichannel","Intensity_StdIntensity_rescalegfpchannel","Intensity_StdIntensity_rescalemcherrychannel","Intensity_UpperQuartileIntensity_rescalecy5channel","Intensity_UpperQuartileIntensity_rescaledapichannel","Intensity_UpperQuartileIntensity_rescalegfpchannel","Intensity_UpperQuartileIntensity_rescalemcherrychannel","Location_CenterMassIntensity_X_rescalecy5channel","Location_CenterMassIntensity_X_rescaledapichannel","Location_CenterMassIntensity_X_rescalegfpchannel","Location_CenterMassIntensity_X_rescalemcherrychannel","Location_CenterMassIntensity_Y_rescalecy5channel","Location_CenterMassIntensity_Y_rescaledapichannel","Location_CenterMassIntensity_Y_rescalegfpchannel","Location_CenterMassIntensity_Y_rescalemcherrychannel","Location_CenterMassIntensity_Z_rescalecy5channel","Location_CenterMassIntensity_Z_rescaledapichannel","Location_CenterMassIntensity_Z_rescalegfpchannel","Location_CenterMassIntensity_Z_rescalemcherrychannel","Location_Center_X","Location_Center_Y","Location_Center_Z","Location_MaxIntensity_X_rescalecy5channel","Location_MaxIntensity_X_rescaledapichannel","Location_MaxIntensity_X_rescalegfpchannel","Location_MaxIntensity_X_rescalemcherrychannel","Location_MaxIntensity_Y_rescalecy5channel","Location_MaxIntensity_Y_rescaledapichannel","Location_MaxIntensity_Y_rescalegfpchannel","Location_MaxIntensity_Y_rescalemcherrychannel","Location_MaxIntensity_Z_rescalecy5channel","Location_MaxIntensity_Z_rescaledapichannel","Location_MaxIntensity_Z_rescalegfpchannel","Location_MaxIntensity_Z_rescalemcherrychannel","Number_Object_Number"
"1",51,1,NA,"-Treatment",0,0,68828,181745,93476,28385,900089,3063312,1214942,376505,505,1589,684,214,23,199,28,4,0.0555323174010282,0.439890829965919,0.0583222684572805,0.20231302777051,638,1595,826,277,640,2790,847,380,521.424242424242,1376.85606060606,708.151515151515,215.037878787879,81.2212441314554,1797.89788732394,712.994131455399,15.9536384976526,528,1822,712,217,438,1230,614,202,427,1050,592,202,35.8433293764644,80.9560423724035,40.5125279629245,7.84741349304101,34.052255402288,281.221209514828,42.1871663875841,15.3236472540021,551,1999,740,223,164.93370211168,165.095439770885,164.89595635018,164.718420738104,45.1735206185166,44.824442864613,45.1629411115922,45.1408852472079,0,0,0,0,164.904342723005,45.2206572769953,0,182,168,166,153,32,35,31,42,0,0,0,0,1
"2",51,2,NA,"-Treatment",0,0,90627,181036,90842,29235,1609667,3680294,1064074,370529,866,1948,693,230,220,466,31,14,1.17356600344794,1.26757797795342,0.143059534826157,0.444817211225541,1101,1803,842,343,1953,4902,921,523,708.0234375,1414.34375,709.703125,228.3984375,646.523777173913,2500.40760869565,722.876358695652,46.7180706521739,1090,2348,721,243,502,1207,614,203,502,1207,585,203,123.962410182214,106.250252757052,48.3631056719311,20.9636366133978,287.118093659012,763.602878199316,44.5233779066589,37.3016311214549,1308,2928,753,260,68.6154148653107,68.6832858773026,67.5417151438716,67.9540521794515,58.9859418128097,58.90060778134,59.24277822783,59.4205716691541,0,0,0,0,67.5108695652174,59.382472826087,0,71,82,65,72,65,48,52,68,0,0,0,0,2
"3",51,3,NA,"-Treatment",0,0,83318,213756,112384,33831,1003515,3276283,1332466,406910,530,1638.25,709,216,27,174,31,5,0.108021603625739,0.768326745323473,0.116011895419647,0.211872613876319,658,1640,853,402,742,2723,1037,402,544.562091503268,1397.09803921569,734.535947712418,221.117647058824,110.198778456413,1819.31649083842,739.847862298723,20.9355913381455,555,1815,737,221,460,1218,651,207,447,1218,595,205,37.0694155535507,89.3524097795366,42.9071083806872,23.3212689192966,39.3763912426195,259.532723654535,47.0555233031299,18.6820993906759,583,1982,772,228,353.465710029247,354.049507582428,353.283910433737,353.151392199749,64.3679396919827,64.0229790797686,64.4472947152123,64.3117913052026,0,0,0,0,353.358134369795,64.3581343697946,0,359,356,327,363,63,56,59,48,0,0,0,0,3
"4",51,4,NA,"-Treatment",0,0,158594,253376,127790,37143,2896722,6413771,1891173,574256,872,2218,713,217,197.5,319.5,31,6,0.369876349899183,0.442002221997143,0.101317336747726,0.1992512749779,1833,1858,894,269,3602,4209,934,391,927.450292397661,1481.73099415205,747.309941520468,217.210526315789,692.096342902084,2522.24813212741,743.677939441604,20.8183248132127,1046.5,2541.5,743,222,542,1135,622,205,542,1135,579,204,272.903816651928,152.38063348213,51.1984199488592,9.73941802499933,395.74376304794,518.763488111842,45.5439066950115,15.3448505398498,1294.25,2858.5,775,230,257.268516965038,256.466060822157,257.003289492817,256.735461188042,84.9103673048363,84.836189836823,84.8621400580486,84.7280759800507,0,0,0,0,256.907982697601,84.8277624852536,0,270,267,270,240,79,80,75,77,0,0,0,0,4
"5",51,6,NA,"-Treatment",0,0,132913,243233,125169,36302,2536427,5383919,1895993,561342,898,1841.5,753,221,147,398,35,9,0.497472902057615,0.892380404384618,0.0974561217364507,0.216781545994305,1320,2760,928,260,1775,3561,1022,390,810.44512195122,1483.12804878049,763.225609756098,221.353658536585,608.964612822648,2241.55911740216,789.339300582848,28.6977518734388,1033,2210,789,227,548,1182,618,208,548,1182,618,208,137.075920438309,282.400773756277,55.5785892951848,9.37156044379459,209.408870237769,535.0900272504,54.1464249333803,21.0914365567725,1195.5,2657,823,240,359.804447752685,359.581621681858,360.013464184731,360.040686426457,117.467634589917,117.793672998435,116.989055866767,117.268593834062,0,0,0,0,360.084096586178,117.05620316403,0,339,343,334,352,129,138,129,132,0,0,0,0,6
"6",51,7,NA,"-Treatment",0,0,100539,216949,107752,30604,1271867,2702761,1151517,336534,758,1564.75,745,217,108,263,41,7,0.529218735033259,0.764128122990839,0.327630228414174,0.43478995904419,1200,2773,967,283,1481,2899,1064,418,728.54347826087,1572.09420289855,780.811594202899,221.768115942029,427.135395189003,1857.77800687285,791.420618556701,26.2948453608248,863,1810,783,223,496,1196,644,201,496,1196,612,201,156.546845309343,416.715154645618,62.6460670804395,13.0190996010223,162.493631547739,369.814437815299,66.703408679874,24.6170743882487,976,2107,829,235,313.831711963594,314.255405433902,313.393155289935,313.869219751942,140.892329937014,141.50419578945,141.620371214667,141.567969358222,0,0,0,0,313.514776632302,141.316151202749,0,328,313,296,327,137,141,146,154,0,0,0,0,7
"7",51,8,NA,"-Treatment",0,0,96761,197309,103708,31053,1600463,3358182,1377906,422327,737,1535,699,214,100,235,29,5,0.791798891549364,1.04040731988048,0.0837692051123684,0.04709992213648,969,1805,836,297,1530,2600,883,364,676.65034965035,1379.78321678322,725.230769230769,217.153846153846,398.01742344245,1773.22492080253,727.511087645195,17.9815205913411,834,1744,727,218,486,1206,606,201,486,1206,599,201,111.845063834188,115.640759133054,43.9009839970789,12.6492807459127,157.730974809898,294.171804874955,43.4374817293312,16.761705758889,938.5,2008,756,225,131.582024701602,131.084155429467,130.848580382116,130.823504062018,155.082967241355,156.280896046078,155.352501549453,155.229973456587,0,0,0,0,130.814149947202,155.276135163675,0,138,129,126,118,148,163,157,145,0,0,0,0,8
"8",51,9,NA,"-Treatment",0,0,91520,229805,124199,36554,1113129,3248574,1470549,454369,530,1396.75,707,218.75,28,200,30,6,0.190978384529197,1.38869966867237,0.111978838990818,0.325921085345885,705,1779,870,230,734,2757,969,445,544.761904761905,1367.8869047619,739.279761904762,217.583333333333,112.080361627323,1631.78302360623,738.598191863385,23.2114515318935,556,1593,738,224,462,1175,634,206,447,1053,591,205,39.0209403634519,116.703604302036,47.6251391193116,5.05377825029696,42.7902570512625,298.684630372896,45.7308997847562,20.7135637253092,585,1801.5,767,230,225.166609620269,225.640014712763,225.176311023978,225.001549401478,172.914243542303,174.014721688705,172.802714496423,173.059341636423,0,0,0,0,225.081366147664,172.743345052737,0,230,234,238,217,173,189,161,180,0,0,0,0,9
"9",51,10,NA,"-Treatment",0,0,76728,178115,85318,28017,1235530,3165544,1039743,361897,661,1794,639,215,118.5,227,29,6,0.601719478757186,0.582385238794453,0.181520039645938,0.37289487640101,864,1716,803,436,1601,3231,809,612,608.952380952381,1413.61111111111,677.126984126984,222.357142857143,347.553054662379,2035.91639871383,668.64501607717,27.7311897106109,765.5,2043,667,220,468,1227,552,202,468,1227,529,202,96.9952426539863,102.891757905078,51.3172492005143,34.2322748215158,177.631625709173,357.902152224732,42.9173440896984,44.4102305447877,907.25,2251.5,696,229,1315.6144569537,1315.48806797543,1315.88798866643,1316.38239333291,176.577848372763,176.928633068528,176.956439235465,176.770564552898,0,0,0,0,1316.06881028939,176.972347266881,0,1308,1309,1305,1335,164,185,180,167,0,0,0,0,10
"10",51,11,NA,"-Treatment",0,0,97184,241019,127181,35695,1906062,6630317,2044404,623781,628,2067,746,220.5,90,352,33,10,0.588645182237948,0.934486746254128,0.0470086571838579,0.0825050575214675,758,2397,921,248,1234,4070,982,495,592.585365853659,1469.62804878049,775.493902439024,217.65243902439,281.060351413293,2532.70550038197,780.902979373568,33.2662337662338,712,2725,780,229,479,1170,624,203,453,1170,624,203,56.9555777305634,251.84349949454,54.7580595416873,6.65765148678216,131.105999930993,603.008300666394,49.6767525007673,31.2384275597175,810,2990,813,244,291.974263691318,292.725186004392,292.497027495544,292.46879113022,188.764317739927,189.505801340236,188.615792671116,188.543626689495,0,0,0,0,292.53666921314,188.590527119939,0,298,279,285,287,198,204,170,182,0,0,0,0,11
"11",51,12,NA,"-Treatment",0,0,138487,216625,119709,35081,2438894,3800437,1680411,503704,968.5,1544,711,215,107,124,29,4,0.66612236937118,0.135159373040864,0.0577128117999409,0.113370254017526,1416,1511,869,307,1672,2426,910,318,860.167701863354,1345.49689440994,743.534161490683,217.894409937888,627.402643171806,1674.33612334802,740.269162995595,16.8960352422907,1083,1657,740,219,554,1196,650,206,554,1196,603,204,154.484525990453,66.8296363966939,41.8313726744037,12.8341559447171,166.22101149559,197.394437899364,44.0249455788435,12.2150601116735,1185,1794,769,224,53.2961981947555,52.6048046395139,52.6690904784603,52.7629977129425,210.687049539668,211.081401978508,211.034658187789,210.891658593142,0,0,0,0,52.7013215859031,210.986784140969,0,54,52,54,25,206,225,205,212,0,0,0,0,12
"12",51,13,NA,"-Treatment",0,0,49620,136593,71540,20120,415882,3307190,593764,171727,513,2682,734,212,22,1560,30,4,0.0549309240017315,0.265142501242256,0.0982694578964222,0.100131950531338,610,2070,960,300,655,7286,960,440,527.872340425532,1453.1170212766,761.063829787234,214.042553191489,87.5526992287918,4251.28020565553,763.192802056555,15.7287917737789,534,4361,762,215,427,1018,664,203,413,1018,636,203,39.6267785136954,220.391327800915,48.9415214465483,10.7909683410031,35.5963939735809,1770.20932523837,46.5792174230896,24.1052686820062,557,5830.5,793,220,185.671964643817,185.423232862564,185.731624012234,185.653094737578,258.26909556076,258.147194131149,258.300540281998,258.210252319088,0,0,0,0,185.633676092545,258.308483290488,0,190,185,196,182,268,259,271,245,0,0,0,0,13
"13",51,15,NA,"-Treatment",0,0,46488,119338,67188,18548,363171,3272426,521149,147277,510,2809,735,212,24,1626,32,3,0.0598118321821318,0.221293617178012,0.0607353745650843,0.047087841194872,633,1939,905,226,647,8137,949,259,534.344827586207,1371.70114942529,772.275862068965,213.195402298851,87.075,4812.84117647059,766.395588235294,11.5838235294118,533,5426,764,215,470,1002,644,204,410,1002,639,202,34.6986460321513,219.077381749192,50.1844161494068,4.0932775852463,35.193314350882,2126.09726094795,45.7407751349723,7.49462768949546,557,6738,799,219,137.832106638471,137.909847491331,137.7777737269,137.87906461973,271.08021840951,270.811710827529,271.035039883028,271.041275962981,0,0,0,0,137.836764705882,271.020588235294,0,135,143,144,137,275,271,279,261,0,0,0,0,15
"14",51,16,NA,"-Treatment",0,0,134108,247714,126946,38436,2267595,5246220,1878690,625345,815,1922,712,232,82,175,30,13,0.718810332613177,0.311090006359621,0.0404857235691834,0.201638967777203,1310,1825,842,277,1356,2747,952,370,779.697674418605,1440.1976744186,738.058139534884,223.46511627907,449.991693037975,2075.36629746835,743.152689873418,42.3674841772152,893,2111,744,242,523,1175,635,207,523,1175,583,207,165.023928481102,119.362533540455,43.4283303341084,10.7261879858321,121.453500806727,286.664846985205,44.2577813623662,23.365183642448,977,2272,772,258,54.7509656706775,54.5642137292372,54.344570951035,54.4742294253572,280.584015664173,281.403738588163,281.219883535868,281.021951083002,0,0,0,0,54.348496835443,281.179588607595,0,63,54,49,75,275,301,272,273,0,0,0,0,16
"15",51,17,NA,"-Treatment",0,0,71084,190856,99715,29277,950533,3496635,1325621,406152,504.25,1718,706,217,23,210.5,30,6,0.0181064361261524,0.49063434549801,0.0151095950969817,0.125211918378736,626,1636,852,228,667,3089,892,368,522.676470588235,1403.35294117647,733.198529411765,215.272058823529,80.7806774014437,1941.66629650194,736.047196002221,20.5147140477513,527,1949.5,735,222,440,1211,629,205,413,1211,586,205,34.0215939975112,80.4550047260401,42.0570026086692,4.76115858330337,34.2108331321298,307.481437208429,43.8753660357953,14.6404977887106,550,2146,766,230,881.214691125926,880.98278838562,881.2434285516,881.298521243278,283.705261153479,283.280696471573,283.692355507343,283.596458961177,0,0,0,0,881.232648528595,283.70294280955,0,883,874,872,876,276,274,285,276,0,0,0,0,17
"16",51,18,NA,"-Treatment",0,0,65787,173771,86497,27724,732238,3174312,954219,321942,494,1834,646,213,23,365,28,6,0.0388422617269553,0.227197306215535,0.0791087960306711,0.199538657485697,622,1612,811,294,640,3107,827,470,518.007874015748,1368.27559055118,681.07874015748,218.299212598425,70.117231638418,2241.96186440678,673.883474576271,22.3601694915254,516,2345,674,218,443,1136,566,204,430,1136,518,204,30.6752089143152,91.8644737108043,47.5595948240744,15.2879526243049,32.9299948652851,497.6506116886,42.7248602304634,30.1778194442864,539,2656,703,228,1360.7237537522,1360.60670039671,1360.79005553233,1360.56020649682,290.151835878499,289.996024718565,290.234010221972,290.076529312733,0,0,0,0,1360.7238700565,290.190677966102,0,1361,1362,1364,1348,289,287,308,307,0,0,0,0,18
"17",51,19,NA,"-Treatment",0,0,117454,267956,123165,40724,1975386,7173292,1936678,648598,587,2427,721,225,70,346,30,14,0.766980592466447,0.639253902950481,0.109060284929004,0.696097038828098,2658,3419,889,808,4240,4085,924,1021,716.182926829268,1633.87804878049,751.006097560976,248.317073170732,318.653488372093,2780.46434108527,750.650387596899,46.3945736434109,645,2920,749,236,448,1071,601,208,448,1071,601,208,369.484434077513,507.386642157729,51.2988015063752,75.4891977490788,372.023751126941,579.345051125256,45.7762194517156,54.6034340432389,760,3199,781,258,813.118525189507,813.839112534603,813.78324429771,814.070599971014,297.720170133837,298.046689123087,297.510787028097,298.056785559006,0,0,0,0,813.818992248062,297.407751937984,0,826,818,822,818,308,301,281,328,0,0,0,0,19
"18",51,20,NA,"-Treatment",0,0,77347,198252,110764,32136,1005562,3381890,1427027,422916,515,1627,733,216,24,176,31,6,0.095585887472016,0.190805171289911,0.115407192219534,0.268010248805854,611,1614,915,329,657,2750,940,429,533.427586206897,1367.25517241379,763.889655172414,221.627586206897,92.1753351206435,1813.50991957105,765.161930294906,21.7646112600536,538,1821,765,220,457,1193,632,205,434,1193,613,203,34.4835282672729,90.8853600979976,49.0794032565497,17.9792772773263,35.0364625497154,266.306022505654,46.8880653115483,22.7200194504782,563,1982,796,228,219.86318794863,219.841219432582,219.884298615233,219.905113545007,298.251347007942,298.409495487547,298.243916197801,298.001577145343,0,0,0,0,219.769436997319,298.232707774799,0,240,219,242,213,292,314,288,298,0,0,0,0,20
"19",51,21,NA,"-Treatment",0,0,71852,183438,99432,27983,891150,3425893,1195143,352715,540,1877.5,726,215,25,316,32,5,0.0256972257137204,0.330876883207006,0.0481344718655766,0.155199307111784,655,1881,903,230,709,3398,909,381,552.707692307692,1411.06153846154,764.861538461538,215.253846153846,117.733840304183,2171.22877059569,757.378326996198,18.520278833967,563,2205,756,218,460,1046,634,204,448,1046,613,202,40.630501266119,134.212561251297,47.8963229431998,5.04641767602987,37.976096585458,421.042365167738,45.4596935552689,18.5674847491408,589.5,2512,788.5,225,54.2908309487741,53.9474811591504,54.2655874652657,54.143572005727,336.951638893565,336.984235007949,337.020470353757,336.896803368158,0,0,0,0,54.2782002534854,336.97401774398,0,60,59,51,52,326,348,333,322,0,0,0,0,21
"20",51,22,NA,"-Treatment",0,0,80525,199760,110079,34050,1095045,3414491,1431757,485610,542,1634.25,718,232,28,151,29.5,14,0.0548143143630517,0.100998528987871,0.0961739064637442,0.355968577260836,656,1618,931,448,729,2445,931,557,555.344827586207,1377.65517241379,759.165517241379,234.827586206897,124.22848200313,1781.32342201356,746.873761085029,48.3176838810642,570,1796,746.5,244,467,1197,654,207,449,1197,600,207,38.0280077021905,93.0264611454512,49.9200759550018,41.1284522420766,41.5147460454583,224.965330289386,44.8034102059627,35.7000891368633,599,1941,776,262,850.869505819395,850.916162805578,850.836343737101,850.585086798048,340.303603961481,340.440341548853,340.450884472714,340.129544284508,0,0,0,0,850.858633281169,340.357329160146,0,844,856,868,854,358,322,354,348,0,0,0,0,22
"21",51,23,NA,"-Treatment",0,0,172873,259244,119669,36002,2970479,7112929,1810881,592003,930,2599,732,225,252.5,431,30,13,1.34433486252813,0.35654869060218,0.109598505435623,0.32969139519028,3192,3307,937,627,4596,4925,937,627,1101.10191082803,1651.23566878981,762.222929936306,229.312101910828,803.728,2995.04631578947,762.476210526316,44.2644210526316,1138.5,3033,762,235,556,1087,615,208,539,1087,612,203,507.081749269493,510.315116088706,50.9697798220646,41.5152268133683,457.532503435779,725.799995331543,45.4498377318381,42.56029255726,1462.5,3460.25,792,257,798.104425919187,799.208264172349,798.79125630011,798.92280951279,347.339906122885,348.365938001486,348.366728680681,348.12651118322,0,0,0,0,798.861894736842,348.450526315789,0,813,798,787,812,332,362,319,329,0,0,0,0,23
"22",51,24,NA,"-Treatment",0,0,133222,224348,119544,34787,2465576,5713574,1845419,562274,905,2047.5,726,220,104,310,30,7,0.732564277590742,0.707277776856704,0.0311398041951478,0.113543489482584,1468,1796,870,268,1692,3450,905,328,837.874213836478,1410.99371069182,751.849056603774,218.786163522013,562.654381654382,2339.8361998362,755.699836199836,25.2514332514332,1006,2398,755,226,510,1133,632,205,510,1133,614,205,189.037906489124,122.115601321988,47.3194933277559,9.33604954627455,165.25086072068,454.552456263816,44.5297247709837,15.8859523084634,1115,2678.5,786,236,99.0975694928893,98.4870851330444,98.9456383618029,99.0573652703131,357.112390370445,357.32215534803,357.823148022211,357.756819628864,0,0,0,0,98.974610974611,357.834561834562,0,110,90,99,106,344,349,343,349,0,0,0,0,24
"23",51,25,NA,"-Treatment",0,0,64998,181058,92904,26609,787737,3479351,1105868,360876,503,2081,710.5,216,23,265,30,7,0.0597186925285928,0.516193443343059,0.0481351487817991,0.373566723156128,609,1813,971,229,651,3411,971,816,524.177419354839,1460.14516129032,749.225806451613,214.588709677419,80.2670682730924,2329.08768406961,740.206157965194,36.5502008032128,527,2380,739,222,454,1130,614,204,435,1130,608,204,31.9783314709015,140.855089888703,55.6444413230656,4.87093436220137,32.9709461952702,437.946244029519,45.8327272931581,63.2316226983195,549,2615.5,770,235,891.71203586984,891.278452732554,891.730894645654,891.781747747149,358.539836265149,358.388141417387,358.565607287669,358.166727629435,0,0,0,0,891.771753681392,358.54016064257,0,890,886,894,896,362,355,383,345,0,0,0,0,25
"24",51,27,NA,"-Treatment",0,0,123336,244502,119831,39757,2202860,5749560,1746479,634202,773.25,2064.5,671,230,101,254.5,28,15,0.766727702350382,0.569785600602557,0.152705016956578,0.236803328145648,1194,1777,806,652,1515,3446,859,665,721.263157894737,1429.83625730994,700.766081871345,232.497076023392,435.202643171806,2302.7096515819,699.430917100521,48.9855826992391,870,2346.5,698,243,472,1113,593,205,472,1113,571,205,159.01699416142,132.720552734518,39.4825183963393,47.4685952531778,162.442716513853,409.660491457099,42.0873965935452,45.0107960216332,981,2582,728,262,1176.52251209791,1176.68605964035,1177.12805249877,1177.17484965358,416.838084580954,417.003519734199,417.167323512049,416.852701505199,0,0,0,0,1177.25110132159,417.076892270725,0,1177,1165,1177,1160,409,436,396,408,0,0,0,0,27
"25",51,28,NA,"-Treatment",0,0,68662,186828,97624,28358,850202,3493996,1193488,370252,517,1989.5,729,220,23.5,251.5,30,8,0.0414345515969713,0.0996770749810569,0.0104299225232424,0.0940096010735471,614,1686,868,348,717,3353,908,607,532.263565891473,1448.27906976744,756.77519379845,219.829457364341,94.1852323360916,2224.2533418205,759.699554423934,30.6791852323361,539.5,2256.5,760,227,436,1233,664,204,436,1233,618,204,34.1595706860458,108.72730819082,42.9145970558541,16.239068609928,35.0117293921447,388.541237903842,44.8382352359659,33.9403407141026,564,2498.25,790,237,818.906564557599,818.948207109746,818.882195715416,818.839998163413,418.68421975013,418.642819939433,418.728996856273,418.63531864784,0,0,0,0,818.883513685551,418.718650541057,0,818,814,829,821,396,409,430,412,0,0,0,0,28
"26",51,30,NA,"-Treatment",0,0,76674,196669,110061,30852,1060595,3505729,1479024,431734,517,1552,727,213,24,220,29,5,0.0513482070457913,0.607044641781846,0.0292445518573134,0.274426892191402,615,1576,884,253,681,3303,912,345,532.458333333333,1365.75694444444,764.3125,214.25,94.9494123658661,1791.53551354113,755.760858456822,15.6101175268268,542,1757,756,217,456,1213,647,204,431,1213,603,201,34.2488594700612,79.8299622224723,46.2053791887073,6.36232399887546,34.8481631821721,311.82631525407,43.9017000249202,13.5292321463407,564.75,1995,785,223,97.2395730698334,97.8079705422222,97.1920888369628,97.4059698796018,439.134252942924,439.22511583598,439.143689351897,438.98556286973,0,0,0,0,97.2033725089423,439.170669391926,0,73,114,86,104,453,438,427,435,0,0,0,0,30
"27",51,31,NA,"-Treatment",0,0,101565,203812,105821,32184,1690184,3344692,1419081,436915,703,1508,677.5,212,128,148,29,4,0.863784962712448,0.525108865152013,0.0346670513872282,0.13309403946797,1135,1660,825,286,1511,2306,896,300,681.644295302013,1367.86577181208,710.208053691275,216,393.887562189055,1664.17810945274,706.010447761194,12.3706467661692,822,1660,705,215,467,1192,616,203,467,1192,576,200,143.689031953375,86.3905334204666,42.2882843768903,11.4540224756407,179.961832035517,209.008510189775,43.7496995332797,9.69594643104193,960,1799,735,220,1174.8846551618,1175.79791378052,1175.28444394647,1175.16735291762,474.396827800997,475.01163378872,475.191165972908,475.200052641818,0,0,0,0,1175.29353233831,475.157711442786,0,1152,1194,1181,1160,480,481,458,494,0,0,0,0,31
"28",51,33,NA,"-Treatment",0,0,125767,238603,140786,41476,2407623,7329846,1819364,744852,768.75,2079,754,231,271,536,40,20,1.64430416894851,5.85025412398543,1.08864897673925,6.39604530667529,1341,1813,1285,425,2036,14410,1285,1378,739.805882352941,1403.54705882353,828.152941176471,243.976470588235,628.311746315319,3273.85082626172,812.578829834748,127.671728450201,1103,2631,792,247,509,977,668,206,509,977,640,206,157.580317413014,167.984070034831,138.871968617933,47.0794013832172,331.372532698485,2400.52565835779,92.870519431226,225.506527972673,1341,3143.5,837,280,497.920434386945,494.211194938386,496.291847590697,494.11426028258,482.342127899592,475.948102986132,480.233572830945,475.392596113053,0,0,0,0,496.696292987941,481.244305493524,0,499,490,493,491,487,465,453,460,0,0,0,0,33
"29",51,34,NA,"-Treatment",0,0,124336,228212,116286,34721,2401221,6544421,1718440,582559,900.25,2509.25,732,224,151.5,418,31,15,0.515876998506745,0.110224620086427,0.187270645393447,0.326799215859459,1470,1815,927,477,2068,4369,934,1006,818,1501.39473684211,765.039473684211,228.427631578947,618.78828229028,2904.89436307146,762.734132268087,53.5703506435863,1039.5,3010,760,236,509,1150,608,207,509,1150,608,207,240.642916284471,156.906281024472,54.6333329882701,37.4498966996123,247.598806767287,652.791881463983,46.2059389105233,67.5491309070307,1208.75,3381.75,793,262,824.186968213255,823.94461144063,823.900111729243,823.988227801819,486.869004560596,487.444642992748,487.51086334117,487.011396270592,0,0,0,0,823.971593430981,487.337771859743,0,829,826,814,822,490,486,488,495,0,0,0,0,34
"30",51,35,NA,"-Treatment",0,0,83700,209822,119846,32999,1175574,3687928,1588109,542438,548,1539.5,743,216,27,235,34,9,0.2580651881844,1.34345352556598,0.319691094843848,1.896985204144,663,1642,953,283,722,3570,958,1485,550.657894736842,1380.40789473684,788.460526315789,217.098684210526,128.69735553379,1806.18707149853,777.722331047992,60.6405484818805,575,1737,776,223,465,1219,630,204,456,1219,630,204,33.797015062677,84.575515561006,55.7657083816026,10.4766406003403,39.1970396409105,348.650902453906,49.865252130922,155.613773505735,602,2030,810,239,85.7458628720948,85.3313713283919,85.677742522711,84.688963531316,511.22713670088,512.259063551825,511.28879000119,512.567616944241,0,0,0,0,85.7135161606268,510.97110675808,0,92,75,104,75,534,525,514,522,0,0,0,0,35
